"Data Source","World Development Indicators",

"Last Updated Date","2019-12-20",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Sub-Saharan Africa","SSF","Population ages 40-44, female (% of female population)","SP.POP.4044.FE.5Y","4.64554272922064","4.62685922247729","4.60842457820854","4.59103667588922","4.57715468964245","4.56794662517692","4.54246866730132","4.5250541629275","4.51335247341877","4.50379993032965","4.49361554967501","4.47231380519228","4.45247601030193","4.43325060941016","4.41431542332422","4.39544841265849","4.36565793716208","4.33624802783029","4.30562147288704","4.27574832326116","4.25004452415861","4.22262692274788","4.20332468914462","4.18893034897071","4.17585777362551","4.16241622820356","4.13914473231956","4.12046256543176","4.10766562097133","4.1020041142756","4.10307978699349","4.09889519068543","4.10073423208384","4.10771617681351","4.11924332229407","4.13491082368237","4.13897130146804","4.14631392999693","4.15466732923464","4.16235151299519","4.16899374296889","4.17024103136143","4.1717686192161","4.17260684319216","4.17278794515651","4.17329397076965","4.17795361058561","4.18367424552232","4.1908486956864","4.20139555171714","4.21685265787002","4.24033925215106","4.27004269769416","4.30346355134563","4.33787444796854","4.37196905761762","4.40709935766399","4.44298787707402","4.48043052294604","",
"Sub-Saharan Africa","SSF","Population ages 35-39, male (% of male population)","SP.POP.3539.MA.5Y","5.4711061622567","5.4381449831607","5.41125387576738","5.38996259630586","5.37405588046039","5.36224189951063","5.3289291382078","5.30378422858","5.28202267187009","5.25906957554064","5.23339878106448","5.19317474529954","5.15409483717565","5.11864579058094","5.09059571621754","5.07099580106568","5.03886920682702","5.0195023522905","5.00903196506352","5.00232236290271","4.9966315116363","4.97160656627452","4.94850583505178","4.92780542932187","4.91127665279126","4.89977008611061","4.87762001948292","4.86362133456695","4.85623597158268","4.85418599998219","4.85700378275942","4.86109887346647","4.87290678589542","4.89116778471228","4.91422066523768","4.93997304135121","4.94064074741526","4.94753207427663","4.95885138394914","4.97129399367198","4.98214118785962","4.97556798524987","4.96988605467839","4.9694636919415","4.97978375006477","5.00291726681822","5.02915757915124","5.06536007024435","5.10654989549205","5.14659205142342","5.18207827855286","5.20959560269939","5.23493140004242","5.25987503851771","5.28755189951647","5.31948691736275","5.35479834399462","5.39546658283881","5.43835777970442","",
"Sub-Saharan Africa","SSF","Population ages 35-39, female (% of female population)","SP.POP.3539.FE.5Y","5.4500686855879","5.42812509365756","5.41216613782957","5.4011794144378","5.39408940507834","5.38941607908762","5.36364749238431","5.34341711171301","5.32525392681874","5.30626054695598","5.286068102454","5.25269635429031","5.22064340478564","5.19075604161698","5.16449604552189","5.14204612446843","5.10402016046034","5.0754961138167","5.05556726812834","5.04072530653782","5.02774708985264","4.99900112994195","4.97253362035402","4.95042665647194","4.93579906669365","4.92972574179649","4.92065655747263","4.91963317995585","4.92392665251889","4.93197086252283","4.94370206131318","4.95077737386983","4.96628368799883","4.98844829247508","5.01379414397164","5.03926879775523","5.03981476669525","5.04082582964722","5.04332059181022","5.04805774028009","5.05455062258664","5.05062828195894","5.04957993429701","5.05306816394985","5.06276044786182","5.07913412971614","5.09748411883282","5.12147349464114","5.14962596152456","5.17971954054268","5.21015404480712","5.24117497698917","5.27223769855504","5.3044233863718","5.33979547662716","5.37920695008065","5.42408747529188","5.47389295479493","5.52425283674176","",
"Sub-Saharan Africa","SSF","Population ages 30-34, male (% of male population)","SP.POP.3034.MA.5Y","6.4065328209774","6.37484895780683","6.35106180338585","6.33149416806489","6.31200710342929","6.28960658622121","6.23813838907865","6.1914723965776","6.15141500923531","6.12042739008103","6.09891565430988","6.06896492881183","6.04911484273376","6.03609332416709","6.02535955634799","6.01324276788044","5.98553388901059","5.96532871777625","5.95271155633549","5.94722926129707","5.94678649861551","5.92187618133572","5.90350787072983","5.89127194014447","5.88432469586369","5.88122784602184","5.86639027378353","5.85993524857689","5.86177014185284","5.87154637046393","5.88777681321117","5.90462200196321","5.928321671129","5.95516129053412","5.98030030431845","6.00075366818993","5.99890013980105","5.99658327057805","5.99753465716541","6.00850287122941","6.03293315203889","6.05702946391973","6.09724374660565","6.147496799402","6.19896694986488","6.24554730455615","6.27323456434861","6.29664344232481","6.317966304803","6.34124224758156","6.36822858163446","6.39411363578285","6.42536997316633","6.45846214338977","6.48854276862065","6.51284640334686","6.53397556174003","6.55280218497294","6.56998910758156","",
"Sub-Saharan Africa","SSF","Population ages 30-34, female (% of female population)","SP.POP.3034.FE.5Y","6.39648753936777","6.37416154476607","6.35716238888665","6.34277725003266","6.32811974411737","6.31122444357203","6.26590804084605","6.22687609465206","6.19542235351853","6.17202998110718","6.1557449019836","6.12005467687006","6.09031708198236","6.06511842708852","6.04305334746839","6.02309587376219","5.99043754645322","5.96435972341869","5.94465640411376","5.93305366736132","5.93083416575939","5.9160860475871","5.91162008225107","5.91491227361255","5.92300751310078","5.9338000531595","5.93229400372007","5.93721196973421","5.94789507477788","5.96277070741818","5.98000145268928","5.99051894608297","6.00559575985865","6.02436657001283","6.0463554216713","6.07122303632504","6.07185062700254","6.07492251636711","6.08070608547765","6.09153651789604","6.10959467669361","6.1234467529162","6.14730399508309","6.17861001036221","6.2137381974801","6.25009108266961","6.27624118244104","6.30228814969764","6.3290723313628","6.35926779440065","6.3944904326752","6.43084358433962","6.47240615283736","6.51424443608447","6.54968565948177","6.57527312430102","6.59427097461298","6.60648120694685","6.61413946352815","",
"Sub-Saharan Africa","SSF","Population ages 25-29, male (% of male population)","SP.POP.2529.MA.5Y","7.48083591727651","7.4315771675528","7.38276176091069","7.33699794864687","7.30018964640015","7.27594603098763","7.23913736504705","7.2204062580054","7.21277236901933","7.20843690240722","7.20388783679274","7.17717454893746","7.15060186447138","7.12606390224144","7.10815433929374","7.09936949286237","7.08938534893661","7.08956580980972","7.09463668748099","7.10007941681209","7.10387991368898","7.0869975046038","7.07520515767366","7.06887218376308","7.07002949855472","7.07966108848195","7.0833167259547","7.09738438561194","7.11677069916618","7.13628568840901","7.15370681629426","7.16096493380205","7.16705753652724","7.17632220690722","7.19517737019962","7.22644999255677","7.25736972366972","7.30220050223218","7.35562442385345","7.41116678302518","7.46474630957799","7.50386600333936","7.54094846004181","7.57577013068601","7.61047319529744","7.64630081288075","7.66923360603245","7.69562989755659","7.72171818158802","7.74306443429403","7.75738866483226","7.76198995830784","7.76375545551352","7.76288225533317","7.7609761535637","7.76011436609454","7.76196115002312","7.76519013465526","7.77080217006452","",
"Sub-Saharan Africa","SSF","Population ages 25-29, female (% of female population)","SP.POP.2529.FE.5Y","7.45506285315946","7.41068934049713","7.36713864541156","7.32651337097911","7.29297511705264","7.26852133365424","7.23004731282402","7.2072831365227","7.19502520913689","7.18772089636943","7.18282646657465","7.14729120743854","7.11591902082988","7.09062157275816","7.07505021236728","7.07079141371606","7.05855722114225","7.06050325362141","7.07288222666244","7.09113601400398","7.11233911533335","7.10903596840991","7.11126257351575","7.11765144411039","7.12762518030768","7.14094945302835","7.13978833166744","7.14400151969581","7.1515798524852","7.16238509734687","7.17804474344883","7.18887673802782","7.20726518122157","7.23370820353933","7.2677440828405","7.30729375536273","7.32130715502137","7.34376990946471","7.3742405127723","7.411784219397","7.45487042482807","7.48380822430009","7.51637647888733","7.55184421694893","7.59049636516549","7.63214208386155","7.66074263858133","7.69499048453059","7.73053019518957","7.76088027076192","7.78185018751005","7.78327176030932","7.77768115908216","7.76742118568843","7.75664468562906","7.74863887520567","7.74192607516734","7.7375426607647","7.73671759168554","",
"Sub-Saharan Africa","SSF","Population ages 20-24, male (% of male population)","SP.POP.2024.MA.5Y","8.634391022857","8.58965032411938","8.56393056755818","8.55209034650276","8.54805778621101","8.54919991256525","8.51829526783925","8.49791985109769","8.48802371132717","8.48954789740863","8.50268855680407","8.48592129603871","8.47980393368792","8.48249965005558","8.49325551321648","8.51261028344347","8.50897630526394","8.51042311110705","8.51396307386263","8.51878780167421","8.52690767251875","8.52419134196905","8.53314961783361","8.54965981706246","8.56972006057089","8.5926361792187","8.58871769422939","8.58586675866769","8.58714574089168","8.60094909207005","8.63488543117001","8.66676436992064","8.71616354494273","8.77586199830388","8.83684503482541","8.89511690080613","8.94026255668311","8.9835121022784","9.02597554779135","9.07234491667355","9.12612225812037","9.15877881595411","9.19611156611733","9.23150343598886","9.25842484274233","9.27612446446998","9.26892694948701","9.25759818072551","9.24119527677884","9.22185024099441","9.20420280861778","9.17839208705514","9.15695988474269","9.14132757614983","9.13391503183995","9.13681793798143","9.14008284448618","9.15228304221452","9.17200457481229","",
"Sub-Saharan Africa","SSF","Population ages 20-24, female (% of female population)","SP.POP.2024.FE.5Y","8.54709401198783","8.50012774680809","8.46739069580828","8.44518181025742","8.43004571735027","8.42095333519999","8.39190402776621","8.37507786387886","8.37052408868909","8.37822317326492","8.39615279674141","8.3829412823456","8.3832767358422","8.39400229098962","8.41236913272779","8.43692338624152","8.44196221857705","8.45617912808897","8.4763350914835","8.49896084277016","8.52154682593998","8.5141262367768","8.51441483732246","8.52061576065818","8.53114954637803","8.54560617435767","8.53604889939819","8.53501576696012","8.54531690073005","8.57036368299797","8.61104907937352","8.64141090646863","8.68254773120242","8.72991237970889","8.77923783866975","8.8288573873737","8.86029248901112","8.89746338892288","8.93954711348459","8.98802398660317","9.04392840527469","9.07659159216069","9.11636081025501","9.15636594111638","9.1884786595509","9.20945784574023","9.20264116996751","9.18876437905102","9.16828483612955","9.14533052575786","9.12486769538456","9.09216498963447","9.06510199160572","9.04500285783656","9.03383378505439","9.03310637680642","9.03222731229285","9.04109204582518","9.05798380161664","",
"Sub-Saharan Africa","SSF","Population ages 15-64 (% of total population)","SP.POP.1564.TO.ZS","54.1452229935899","53.8772845697065","53.6742287416193","53.5285898435213","53.4398935355727","53.4042042316894","53.1573262320751","53.003868444433","52.91517143405","52.8624102404191","52.8310559375729","52.6210598006124","52.4627373922039","52.3513686295585","52.2872850211679","52.266193978944","52.0816435025137","51.9692077247592","51.9044990645102","51.8649230063265","51.8414222924521","51.6516963064096","51.5185373209814","51.437269956637","51.4075961175435","51.426749385236","51.3068682686062","51.2617046313629","51.2787263084931","51.3490966821988","51.4691629088934","51.4952375608085","51.5871991825422","51.7316707087478","51.9136856283221","52.1219408035745","52.1629019577418","52.2466465009561","52.3634331635161","52.5073130321093","52.6729570303748","52.6973950756798","52.7643919104453","52.8586701848145","52.9637142924207","53.0713545375683","53.0758119859889","53.1050723947546","53.157600059181","53.2356150331813","53.3395126007114","53.3876932853054","53.4767657111356","53.6001959191132","53.7523407809664","53.9299149235769","54.0769656711089","54.2600100365365","54.4738820781197","",
